Timestamp,Time_sec,Mode,CAN_OBC Input Voltage (V),CAN_OBC Input Current (A),CAN_OBC Output Voltage (V),CAN_OBC Output Current (A),CAN_OBC_Input_Power (W),CAN_OBC_Output_Power (W),CAN_OBC Efficiency (%),CAN_HPDCDC Input Voltage (V),CAN_HPDCDC Input Current (A),CAN_HPDCDC Output Voltage (V),CAN_HPDCDC Output Current (A),CAN_HPDCDC_Input_Power (W),CAN_HPDCDC_Output_Power (W),CAN_HPDCDC_Efficiency (%),CAN_OBC_TEMP (°C),CAN_OBC_FET_TEMP (°C),CAN_HPDCDC_TEMP (°C),HW_OBC Input Voltage (V),HW_OBC Input Current (A),HW_OBC Output Voltage (V),HW_OBC Output Current (A),HW_OBC_Input_Power (W),HW_OBC_Output_Power (W),HW_OBC Efficiency (%),HW_HPDCDC Input Voltage (V),HW_HPDCDC Input Current (A),HW_HPDCDC Output Voltage (V),HW_HPDCDC Output Current (A),HW_HPDCDC_Input_Power (W),HW_HPDCDC_Output_Power (W),HW_HPDCDC_Efficiency (%),HW_OBC_TEMP (°C),HW_OBC_FET_TEMP (°C),HW_HPDCDC_TEMP (°C)
2026-08-28 16:04:19,0.0,Charge,231.42000000000002,0.1,100.22,0.0,22.910580000000003,0.0,0.0,100.22,0.31,0.03,1.02,31.0682,0.0306,0.09849299283511757,69.0,72.0,70.0,232.43,1.5936,777770000000.0,777770000000.0,266.7,777770000000.0,291627296587.9265,,,,,,,0,,,
2026-08-28 16:04:20,1.0,Charge,231.09,0.09,99.89,0.0,20.590118999999998,0.0,0.0,99.97,3.35,13.030000000000001,17.45,334.8995,227.3735,67.89305448350925,69.0,71.0,70.0,232.39,1.5579,777770000000.0,777770000000.0,257.1,777770000000.0,302516530532.8666,,,,,,,0,,,
2026-08-28 16:04:21,2.0,Charge,229.8,0.08,100.0,0.0,18.20016,0.0,0.0,100.09,0.4,13.94,18.42,40.036,256.7748,641.3597762014188,69.0,70.0,70.0,231.78,1.5569,777770000000.0,777770000000.0,257.6,777770000000.0,301929347826.087,,,,,,,0,,,
2026-08-28 16:04:22,3.0,Charge,221.45000000000002,8.45,101.46000000000001,17.59,1852.5399750000001,1784.6814000000002,96.3369980720659,101.47,0.0,13.97,1.54,0.0,21.5138,0,70.0,70.0,70.0,228.74,999990000000.0,777770000000.0,777770000000.0,1714.8,777770000000.0,45356309773.73454,,,,,,,0,,,
2026-08-28 16:04:23,4.0,Charge,220.59,9.64,101.63,19.69,2105.222724,2001.0947,95.0538238632465,101.63,0.0,13.97,1.46,0.0,20.3962,0,70.0,70.0,70.0,228.74,999990000000.0,777770000000.0,777770000000.0,1714.8,777770000000.0,45356309773.73454,,,,,,,0,,,
2026-08-28 16:04:24,5.0,Charge,221.21,9.64,101.67,20.17,2111.1397560000005,2050.6839,97.1363404138366,101.65,0.0,13.950000000000001,1.45,0.0,20.227500000000003,0,68.0,71.0,70.0,228.31,10.595,777770000000.0,777770000000.0,2407.5,777770000000.0,32306126687.435097,,,,,,,0,,,
2026-08-28 16:04:25,6.0,Charge,221.83,9.65,101.67,20.25,2119.2529050000003,2058.8175,97.14826838942093,101.66,0.0,13.97,1.44,0.0,20.1168,0,68.0,71.0,70.0,228.62,10.735,99.97,19.058,2442.5,1905.0,77.99385875127943,,,,,,,0,,,
2026-08-28 16:04:26,7.0,Charge,222.49,9.620000000000001,101.68,20.1,2118.9502620000003,2043.7680000000003,96.4519100165646,101.65,0.0,13.96,1.44,0.0,20.1024,0,68.0,72.0,70.0,229.29,10.711,99.96,19.089,2445.1,1908.0,78.03361825692201,,,,,,,0,,,
2026-08-28 16:04:27,8.0,Charge,222.88,9.65,101.65,20.0,2129.28408,2033.0,95.47810078963255,101.64,0.0,13.96,1.43,0.0,19.9628,0,69.0,72.0,70.0,229.72,10.706,99.96,19.104,2446.2,1909.6,78.06393590058049,,,,,,,0,,,
2026-08-28 16:04:28,9.0,Charge,222.72,9.6,101.67,20.02,2116.73088,2035.4334,96.15929068885696,101.65,0.0,14.08,1.78,0.0,25.0624,0,70.0,72.0,70.0,229.74,10.706,99.96,19.103,2448.4,1909.4,77.98562326417252,,,,,,,0,,,
