Timestamp,Time_sec,Mode,CAN_OBC Input Voltage (V),CAN_OBC Input Current (A),CAN_OBC Output Voltage (V),CAN_OBC Output Current (A),CAN_OBC_Input_Power (W),CAN_OBC_Output_Power (W),CAN_OBC Efficiency (%),CAN_HPDCDC Input Voltage (V),CAN_HPDCDC Input Current (A),CAN_HPDCDC Output Voltage (V),CAN_HPDCDC Output Current (A),CAN_HPDCDC_Input_Power (W),CAN_HPDCDC_Output_Power (W),CAN_HPDCDC_Efficiency (%),CAN_OBC_TEMP (°C),CAN_OBC_FET_TEMP (°C),CAN_HPDCDC_TEMP (°C),HW_OBC Input Voltage (V),HW_OBC Input Current (A),HW_OBC Output Voltage (V),HW_OBC Output Current (A),HW_OBC_Input_Power (W),HW_OBC_Output_Power (W),HW_OBC Efficiency (%),HW_HPDCDC Input Voltage (V),HW_HPDCDC Input Current (A),HW_HPDCDC Output Voltage (V),HW_HPDCDC Output Current (A),HW_HPDCDC_Input_Power (W),HW_HPDCDC_Output_Power (W),HW_HPDCDC_Efficiency (%),HW_OBC_TEMP (°C),HW_OBC_FET_TEMP (°C),HW_HPDCDC_TEMP (°C)
2026-08-29 15:55:46,0.0,Charge,220.66,9.700000000000001,101.7,19.86,2118.99798,2019.762,95.31684404909153,101.68,0.0,14.61,1.81,0.0,26.4441,0,76.0,86.0,74.0,229.55,10.81,99.96,19.144,2469.9,1913.5,77.47277217701122,,,,,,,0,,,
2026-08-29 15:55:47,0.0,Charge,220.68,9.700000000000001,101.69,19.85,2119.1900400000004,2018.5465000000002,95.25084876295472,101.66,0.0,14.26,1.8,0.0,25.668,0,76.0,85.0,74.0,229.51,10.821,99.96,19.144,2471.5,1913.5,77.42261784341493,,,,,,,0,,,
2026-08-29 15:55:48,0.0,Charge,220.61,9.67,101.67,19.66,2111.965713,1998.8322,94.64321260976834,101.66,0.0,14.15,1.79,0.0,25.328500000000002,0,76.0,86.0,74.0,229.49,10.817,99.97,19.135,2470.4,1912.6,77.42066062176166,,,,,,,0,,,
2026-08-29 15:55:49,0.0,Charge,220.49,9.72,101.66,19.650000000000002,2121.7311720000002,1997.6190000000001,94.15042896867048,101.68,0.0,14.06,1.78,0.0,25.0268,0,76.0,86.0,74.0,229.46,10.813,99.96,19.142,2469.0,1913.3,77.49291211016606,,,,,,,0,,,
2026-08-29 15:55:50,0.0,Charge,220.48000000000002,9.75,101.7,20.52,2128.1832000000004,2086.884,98.05941518568513,101.7,0.0,14.07,1.77,0.0,24.9039,0,76.0,86.0,74.0,229.4,10.82,99.97,19.149,2470.3,1914.0,77.48046795935716,,,,,,,0,,,
2026-08-29 15:55:51,0.0,Charge,220.37,9.68,101.68,19.98,2111.849784,2031.5664000000002,96.19843302263965,101.7,0.0,14.02,1.76,0.0,24.6752,0,76.0,86.0,74.0,229.43,10.808,99.96,19.139,2468.5,1913.1,77.50050638039295,,,,,,,0,,,
2026-08-29 15:55:52,0.0,Charge,220.02,9.84,101.7,20.14,2143.3468319999997,2048.2380000000003,95.56260188131795,101.68,0.0,13.98,1.6500000000000001,0.0,23.067000000000004,0,76.0,86.0,74.0,229.37,10.817,99.96,19.143,2469.6,1913.3,77.47408487204406,,,,,,,0,,,
2026-08-29 15:55:53,0.0,Charge,219.62,9.74,101.71000000000001,20.36,2117.707812,2070.8156,97.78570907023692,101.69,0.0,14.0,1.75,0.0,24.5,0,76.0,86.0,74.0,229.32,10.823,99.96,19.135,2470.4,1912.5,77.41661269430051,,,,,,,0,,,
2026-08-29 15:55:54,0.0,Charge,219.65,9.72,101.72,20.26,2113.64802,2060.8472,97.50191046473292,101.69,0.0,14.01,1.73,0.0,24.237299999999998,0,76.0,86.0,74.0,229.31,10.83,99.96,19.143,2471.7,1913.4,77.41230731884939,,,,,,,0,,,
2026-08-29 15:55:55,0.0,Charge,219.72,9.74,101.71000000000001,20.28,2118.672072,2062.6788,97.35715249471605,101.67,0.0,1.29,1.8,0.0,2.322,0,76.0,86.0,74.0,229.25,10.838,99.96,19.137,2473.4,1912.8,77.33484272661114,,,,,,,0,,,
2026-08-29 15:55:56,0.0,Charge,219.34,9.73,101.71000000000001,19.98,2112.8364180000003,2032.1658000000002,96.18188056052335,101.67,0.0,10.11,1.82,0.0,18.400199999999998,0,76.0,86.0,74.0,229.26,10.841,99.96,19.142,2474.7,1913.4,77.3184628439811,,,,,,,0,,,
2026-08-29 15:55:57,0.0,Charge,219.37,9.73,101.67,19.75,2113.125399,2007.9825,95.02429439115365,101.69,0.0,15.030000000000001,1.82,0.0,27.3546,0,76.0,86.0,74.0,229.25,10.846,99.96,19.141,2475.8,1913.2,77.2760319896599,,,,,,,0,,,
2026-08-29 15:55:58,0.0,Charge,219.66,9.73,101.67,19.77,2115.918882,2010.0159,94.99494130418182,101.68,0.0,14.38,1.81,0.0,26.027800000000003,0,76.0,86.0,74.0,229.17,10.847,99.96,19.144,2475.2,1913.5,77.30688429217841,,,,,,,0,,,
2026-08-29 15:55:59,0.0,Charge,219.55,9.74,101.68,19.92,2117.0328300000006,2025.4656000000002,95.67473736342575,101.67,0.0,14.21,1.8,0.0,25.578000000000003,0,76.0,85.0,74.0,229.27,10.848,99.96,19.137,2475.9,1912.9,77.26079405468718,,,,,,,0,,,
2026-08-29 15:56:00,0.0,Charge,219.56,9.73,101.66,19.51,2114.955612,1983.3866,93.77911237221748,101.69,0.0,14.14,1.79,0.0,25.3106,0,76.0,86.0,74.0,229.26,10.855,99.96,19.146,2477.0,1913.8,77.26281792490917,,,,,,,0,,,
2026-08-29 15:56:01,0.0,Charge,219.69,9.75,101.65,19.77,2120.557725,2009.6205,94.76848832304246,101.67,0.0,14.06,1.78,0.0,25.0268,0,76.0,86.0,74.0,229.17,10.861,99.96,19.137,2477.0,1912.8,77.22244650787242,,,,,,,0,,,
2026-08-29 15:56:02,0.0,Charge,219.32,9.72,101.67,19.95,2110.472496,2028.3165,96.10722261693952,101.67,0.0,14.05,1.76,0.0,24.728,0,76.0,86.0,74.0,229.25,10.866,99.96,19.142,2478.5,1913.3,77.19588460762557,,,,,,,0,,,
2026-08-29 15:56:03,0.0,Charge,219.44,9.73,101.69,19.89,2113.799688,2022.6141,95.6861764850445,101.68,0.0,13.99,1.6500000000000001,0.0,23.0835,0,76.0,86.0,74.0,229.35,10.86,99.97,19.141,2479.1,1913.2,77.17316768182002,,,,,,,0,,,
2026-08-29 15:56:04,0.0,Charge,219.88,9.74,101.73,20.31,2120.214888,2066.1363,97.4493817439886,101.71000000000001,0.0,14.0,1.75,0.0,24.5,0,76.0,86.0,74.0,229.31,10.864,99.96,19.144,2479.8,1913.6,77.16751350915395,,,,,,,0,,,
2026-08-29 15:56:05,0.0,Charge,220.51,9.77,101.68,20.06,2132.8388729999997,2039.7008,95.63314068497853,101.68,0.0,13.98,1.73,0.0,24.1854,0,76.0,86.0,74.0,229.27,10.866,99.97,19.143,2480.0,1913.4,77.15322580645162,,,,,,,0,,,
2026-08-29 15:56:06,0.0,Charge,220.44,9.75,101.68,20.06,2127.7971,2039.7008,95.85974151388777,101.7,0.0,14.01,1.72,0.0,24.0972,0,76.0,86.0,74.0,229.26,10.874,99.97,19.151,2481.9,1914.2,77.12639510052782,,,,,,,0,,,
2026-08-29 15:56:07,0.0,Charge,220.54,9.77,101.7,19.81,2133.129042,2014.677,94.4470287700485,101.68,0.0,11.52,1.82,0.0,20.9664,0,76.0,86.0,74.0,229.25,10.866,99.97,19.143,2480.2,1913.5,77.15103620675752,,,,,,,0,,,
2026-08-29 15:56:08,0.0,Charge,220.4,9.74,101.68,19.94,2125.2290399999997,2027.4992000000002,95.40144435444005,101.68,0.0,14.42,1.82,0.0,26.244400000000002,0,76.0,86.0,74.0,229.21,10.865,99.96,19.145,2479.8,1913.6,77.16751350915395,,,,,,,0,,,
2026-08-29 15:56:09,0.0,Charge,220.32,9.76,101.69,19.91,2128.819968,2024.6479,95.10658160079792,101.68,0.0,14.25,1.8,0.0,25.650000000000002,0,76.0,86.0,74.0,229.24,10.868,99.96,19.146,2480.9,1913.8,77.14135999032608,,,,,,,0,,,
2026-08-29 15:56:10,0.0,Charge,220.29,9.78,101.67,20.09,2132.8918379999996,2042.5503,95.76436383737527,101.67,0.0,14.17,1.8,0.0,25.506,0,76.0,86.0,74.0,229.15,10.874,99.97,19.15,2481.7,1914.1,77.12858121449007,,,,,,,0,,,
2026-08-29 15:56:11,0.0,Charge,220.0,9.74,101.66,19.87,2121.3720000000003,2019.9842,95.22064965503456,101.69,0.0,14.15,1.78,0.0,25.187,0,76.0,86.0,74.0,229.0,10.882,99.97,19.143,2481.5,1913.4,77.10658875680032,,,,,,,0,,,
2026-08-29 15:56:12,0.0,Charge,220.1,9.74,101.68,20.88,2122.33626,2123.0784,100.03496806863205,101.7,0.0,14.11,1.77,0.0,24.9747,0,76.0,86.0,74.0,228.88,10.879,99.96,19.149,2478.8,1914.1,77.21881555591415,,,,,,,0,,,
2026-08-29 15:56:13,0.0,Charge,220.18,9.77,101.67,19.830000000000002,2129.6470139999997,2016.1161000000002,94.66902668594076,101.69,0.0,14.06,1.76,0.0,24.7456,0,76.0,86.0,74.0,228.95,10.875,99.96,19.146,2477.9,1913.7,77.23071956091852,,,,,,,0,,,
2026-08-29 15:56:14,0.0,Charge,220.62,9.870000000000001,101.67,19.84,2155.7442060000003,2017.1328,93.57013667882264,101.68,0.0,13.96,1.6500000000000001,0.0,23.034000000000002,0,76.0,86.0,74.0,228.91,10.883,99.97,19.148,2479.7,1914.0,77.1867564624753,,,,,,,0,,,
2026-08-29 15:56:15,0.0,Charge,220.76,9.73,101.69,20.01,2126.514852,2034.8169,95.68787624907688,101.68,0.0,14.02,1.74,0.0,24.3948,0,76.0,86.0,74.0,229.01,10.865,99.97,19.146,2477.6,1913.7,77.24007103648692,,,,,,,0,,,
2026-08-29 15:56:16,0.0,Charge,220.81,9.75,101.67,19.94,2131.368525,2027.2998000000002,95.11728151282522,101.7,0.0,13.99,1.73,0.0,24.2027,0,76.0,86.0,74.0,229.29,10.857,99.96,19.149,2478.1,1914.0,77.23659255074452,,,,,,,0,,,
