Timestamp,Time_sec,Mode,CAN_OBC Input Voltage (V),CAN_OBC Input Current (A),CAN_OBC Output Voltage (V),CAN_OBC Output Current (A),CAN_OBC_Input_Power (W),CAN_OBC_Output_Power (W),CAN_OBC Efficiency (%),CAN_HPDCDC Input Voltage (V),CAN_HPDCDC Input Current (A),CAN_HPDCDC Output Voltage (V),CAN_HPDCDC Output Current (A),CAN_HPDCDC_Input_Power (W),CAN_HPDCDC_Output_Power (W),CAN_HPDCDC_Efficiency (%),CAN_OBC_TEMP (°C),CAN_OBC_FET_TEMP (°C),CAN_HPDCDC_TEMP (°C),HW_OBC Input Voltage (V),HW_OBC Input Current (A),HW_OBC Output Voltage (V),HW_OBC Output Current (A),HW_OBC_Input_Power (W),HW_OBC_Output_Power (W),HW_OBC Efficiency (%),HW_HPDCDC Input Voltage (V),HW_HPDCDC Input Current (A),HW_HPDCDC Output Voltage (V),HW_HPDCDC Output Current (A),HW_HPDCDC_Input_Power (W),HW_HPDCDC_Output_Power (W),HW_HPDCDC_Efficiency (%),HW_OBC_TEMP (°C),HW_OBC_FET_TEMP (°C),HW_HPDCDC_TEMP (°C)
2026-08-27 12:04:42,0.0,Charge,235.95000000000002,0.0,100.33,0.0,0.0,0.0,0,100.34,0.15,0.03,0.9500000000000001,15.051,0.0285,0.18935618895754436,42.0,40.0,42.0,235.91,1.1004,777770000000.0,777770000000.0,106.7,777770000000.0,728931583880.0375,,,,,,,0,,,
2026-08-27 12:04:43,1.0,Charge,236.1,0.0,100.10000000000001,0.0,0.0,0.0,0,100.08,3.15,12.25,17.27,315.252,211.5575,67.10742517097434,42.0,40.0,42.0,235.93,1.1244,777770000000.0,777770000000.0,118.8,777770000000.0,654688552188.5522,,,,,,,0,,,
2026-08-27 12:04:44,2.0,Charge,234.34,1.34,100.27,0.0,310.875444,0.0,0.0,100.25,0.27,13.870000000000001,17.88,27.067500000000003,247.9956,916.2116929897477,42.0,40.0,42.0,235.87,1.1247,777770000000.0,777770000000.0,118.4,777770000000.0,656900337837.8378,,,,,,,0,,,
2026-08-27 12:04:45,3.0,Charge,227.13,8.6,101.60000000000001,18.3,1933.7848199999999,1859.2800000000002,96.14720214837556,101.58,0.0,13.97,1.58,0.0,22.0726,0,42.0,40.0,42.0,232.72,6.3482,777770000000.0,777770000000.0,1453.3,777770000000.0,53517511869.53829,,,,,,,0,,,
2026-08-27 12:04:46,4.0,Charge,224.37,9.58,101.71000000000001,19.84,2127.969954,2017.9264,94.82870734179548,101.73,0.0,14.0,1.52,0.0,21.28,0,42.0,40.0,42.0,231.26,9.718,777770000000.0,777770000000.0,2235.5,777770000000.0,34791769179.15455,,,,,,,0,,,
2026-08-27 12:04:47,5.0,Charge,225.18,9.540000000000001,101.74000000000001,19.91,2126.735028,2025.6434000000002,95.2466279687382,101.69,0.0,13.98,1.52,0.0,21.2496,0,42.0,42.0,42.0,231.6,9.85,99.96,18.864,2268.5,1885.4,83.11218867092794,,,,,,,0,,,
2026-08-27 12:04:48,6.0,Charge,224.8,9.49,101.73,20.31,2112.01848,2066.1363,97.82756730424063,101.72,0.0,13.98,1.51,0.0,21.1098,0,42.0,42.0,42.0,231.63,9.86,99.96,18.904,2272.6,1889.4,83.13825574232158,,,,,,,0,,,
2026-08-27 12:04:49,7.0,Charge,225.59,9.5,101.71000000000001,19.94,2121.67395,2028.0974000000003,95.5894943235741,101.72,0.0,13.96,1.5,0.0,20.94,0,42.0,42.0,42.0,231.97,9.858,99.96,18.906,2274.4,1889.6,83.08125219838199,,,,,,,0,,,
2026-08-27 12:04:50,8.0,Charge,226.19,9.51,101.74000000000001,19.900000000000002,2129.5562309999996,2024.6260000000004,95.0726715043948,101.74000000000001,0.0,13.97,1.5,0.0,20.955000000000002,0,44.0,42.0,42.0,232.06,9.851,99.96,18.913,2273.2,1890.3,83.15590357205703,,,,,,,0,,,
2026-08-27 12:04:51,9.0,Charge,226.09,9.450000000000001,101.72,19.93,2115.184995,2027.2795999999998,95.84408005882246,101.71000000000001,0.0,13.97,1.5,0.0,20.955000000000002,0,44.0,42.0,42.0,232.06,9.847,99.96,18.914,2274.2,1890.5,83.12813296983556,,,,,,,0,,,
2026-08-27 12:04:52,10.0,Charge,227.11,9.51,101.73,19.830000000000002,2138.217939,2017.3059000000003,94.34519574480103,101.73,0.0,13.97,1.49,0.0,20.8153,0,44.0,42.0,42.0,232.29,9.793,99.96,18.914,2262.9,1890.4,83.5388218657475,,,,,,,0,,,
2026-08-27 12:04:53,11.0,Charge,227.18,9.47,101.72,19.77,2129.880654,2011.0044,94.41864248230314,101.72,0.0,13.96,1.41,0.0,19.6836,0,44.0,42.0,42.0,232.17,9.837,99.96,18.923,2270.9,1891.3,83.28416046501387,,,,,,,0,,,
