Timestamp,Time_sec,Mode,CAN_OBC Input Voltage (V),CAN_OBC Input Current (A),CAN_OBC Output Voltage (V),CAN_OBC Output Current (A),CAN_OBC_Input_Power (W),CAN_OBC_Output_Power (W),CAN_OBC Efficiency (%),CAN_HPDCDC Input Voltage (V),CAN_HPDCDC Input Current (A),CAN_HPDCDC Output Voltage (V),CAN_HPDCDC Output Current (A),CAN_HPDCDC_Input_Power (W),CAN_HPDCDC_Output_Power (W),CAN_HPDCDC_Efficiency (%),CAN_OBC_TEMP (°C),CAN_OBC_FET_TEMP (°C),CAN_HPDCDC_TEMP (°C),HW_OBC Input Voltage (V),HW_OBC Input Current (A),HW_OBC Output Voltage (V),HW_OBC Output Current (A),HW_OBC_Input_Power (W),HW_OBC_Output_Power (W),HW_OBC Efficiency (%),HW_HPDCDC Input Voltage (V),HW_HPDCDC Input Current (A),HW_HPDCDC Output Voltage (V),HW_HPDCDC Output Current (A),HW_HPDCDC_Input_Power (W),HW_HPDCDC_Output_Power (W),HW_HPDCDC_Efficiency (%),HW_OBC_TEMP (°C),HW_OBC_FET_TEMP (°C),HW_HPDCDC_TEMP (°C)
2026-08-27 10:23:27,0.0,Charge,223.42000000000002,9.59,101.71000000000001,19.88,2121.171822,2021.9948000000002,95.32442299245292,101.73,0.0,13.97,1.55,0.0,21.6535,0,74.0,85.0,72.0,230.73,9.978,99.96,19.143,2290.8,1913.3,83.52104068447703,,,,,,,0,,,
2026-08-27 10:23:28,1.0,Charge,223.83,9.59,101.69,20.06,2125.064403,2039.9013999999997,95.9924507285627,101.73,0.0,13.99,1.55,0.0,21.6845,0,74.0,85.0,72.0,230.85,10.025,99.96,19.137,2301.5,1912.6,83.102324570932,,,,,,,0,,,
2026-08-27 10:23:29,2.0,Charge,222.98000000000002,9.6,101.69,20.13,2119.20192,2047.0196999999998,96.59389606442032,101.72,0.0,13.97,1.54,0.0,21.5138,0,75.0,85.0,72.0,230.77,10.03,99.96,19.137,2302.4,1912.6,83.06984016678248,,,,,,,0,,,
2026-08-27 10:23:30,3.0,Charge,223.0,9.56,101.73,20.04,2110.5612,2038.6692,96.59370218688754,101.68,0.0,13.97,1.53,0.0,21.374100000000002,0,75.0,85.0,72.0,230.7,10.016,99.96,19.13,2299.0,1912.0,83.16659417137886,,,,,,,0,,,
2026-08-27 10:23:31,4.0,Charge,222.58,9.620000000000001,101.68,20.29,2119.807404,2063.0872,97.32427559725609,101.67,0.0,13.99,1.52,0.0,21.2648,0,75.0,85.0,73.0,230.76,10.043,99.96,19.138,2304.6,1912.8,82.99921895339756,,,,,,,0,,,
2026-08-27 10:23:32,5.0,Charge,222.52,9.59,101.71000000000001,20.31,2112.627132,2065.7301,97.7801557459123,101.71000000000001,0.0,13.96,1.52,0.0,21.2192,0,75.0,85.0,74.0,230.67,10.054,99.96,19.131,2306.5,1912.0,82.89616301755908,,,,,,,0,,,
2026-08-27 10:23:33,6.0,Charge,223.21,9.61,101.7,20.07,2123.597619,2041.1190000000001,96.11609006046827,101.69,0.0,13.97,1.51,0.0,21.0947,0,74.0,85.0,73.0,230.58,10.056,99.96,19.134,2307.0,1912.4,82.89553532726485,,,,,,,0,,,
2026-08-27 10:23:34,7.0,Charge,222.64000000000001,9.6,101.69,20.12,2115.97056,2046.0028,96.69334907948812,101.7,0.0,13.99,1.5,0.0,20.985,0,74.0,85.0,74.0,230.6,10.067,99.96,19.12,2308.7,1911.0,82.77385541646815,,,,,,,0,,,
2026-08-27 10:23:35,8.0,Charge,223.78,9.56,101.69,20.0,2117.943432,2033.8,96.02711617653819,101.69,0.0,13.99,1.49,0.0,20.8451,0,74.0,85.0,74.0,230.62,10.053,99.96,19.12,2306.0,1911.0,82.87077189939289,,,,,,,0,,,
2026-08-27 10:23:36,9.0,Charge,223.71,9.6,101.69,19.84,2126.13984,2017.5295999999998,94.89166996654369,101.72,0.0,13.98,1.43,0.0,19.9914,0,74.0,86.0,74.0,230.67,10.027,99.96,19.116,2301.7,1910.6,83.0082113220663,,,,,,,0,,,
