Timestamp,Time_sec,Mode,CAN_OBC Input Voltage (V),CAN_OBC Input Current (A),CAN_OBC Output Voltage (V),CAN_OBC Output Current (A),CAN_OBC_Input_Power (W),CAN_OBC_Output_Power (W),CAN_OBC Efficiency (%),CAN_HPDCDC Input Voltage (V),CAN_HPDCDC Input Current (A),CAN_HPDCDC Output Voltage (V),CAN_HPDCDC Output Current (A),CAN_HPDCDC_Input_Power (W),CAN_HPDCDC_Output_Power (W),CAN_HPDCDC_Efficiency (%),CAN_OBC_TEMP (°C),CAN_OBC_FET_TEMP (°C),CAN_HPDCDC_TEMP (°C),HW_OBC Input Voltage (V),HW_OBC Input Current (A),HW_OBC Output Voltage (V),HW_OBC Output Current (A),HW_OBC_Input_Power (W),HW_OBC_Output_Power (W),HW_OBC Efficiency (%),HW_HPDCDC Input Voltage (V),HW_HPDCDC Input Current (A),HW_HPDCDC Output Voltage (V),HW_HPDCDC Output Current (A),HW_HPDCDC_Input_Power (W),HW_HPDCDC_Output_Power (W),HW_HPDCDC_Efficiency (%),HW_OBC_TEMP (°C),HW_OBC_FET_TEMP (°C),HW_HPDCDC_TEMP (°C)
2026-08-29 13:15:49,0.0,Discharge,,,,,0.0,0,0,,,,,0,0,0,,,,,,,,,,0,0.0,0.03962,,,0.0,,0,,,
2026-08-29 13:15:50,0.0,Discharge,0.0,0.0,100.03,0.0,0.0,0.0,0,99.92,7.28,0.12,1.29,727.4176,0.1548,0.02128076087243421,26.0,26.0,27.0,,,,,,,0,0.0,0.13434,,,0.0,,0,,,
2026-08-29 13:15:51,0.0,Discharge,0.0,0.0,100.3,0.0,0.0,0.0,0,100.2,0.9400000000000001,13.06,4.45,94.188,58.117000000000004,61.70318936594895,29.0,27.0,29.0,,,,,,,0,777770000000.0,777770000000.0,,,777770000000.0,,0.0,,,
2026-08-29 13:15:52,0.0,Discharge,0.0,0.0,100.55,0.0,0.0,0.0,0,100.54,1.01,13.9,4.44,101.5454,61.71600000000001,60.776756012581565,29.0,29.0,29.0,,,,,,,0,0.0,0.9574,,,0.0,,0,,,
2026-08-29 13:15:53,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,0.98,13.97,4.44,98.5684,62.02680000000001,62.927672560374326,31.0,29.0,29.0,,,,,,,0,0.0,0.9677,,,-0.0,,0,,,
2026-08-29 13:15:54,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,0.96,13.96,4.44,96.5568,61.98240000000001,64.19268244183736,31.0,29.0,29.0,,,,,,,0,0.0,0.9676,,,-0.001,,0,,,
2026-08-29 13:15:55,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.58,0.99,13.97,4.43,99.57419999999999,61.8871,62.15174211793818,31.0,29.0,29.0,,,,,,,0,0.0,0.9665,,,-0.0,,0,,,
2026-08-29 13:15:56,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.58,0.99,13.98,4.43,99.57419999999999,61.9314,62.19623155395675,31.0,29.0,29.0,,,,,,,0,0.0,0.9654,,,-0.001,,0,,,
2026-08-29 13:15:57,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.59,1.02,13.99,4.43,102.60180000000001,61.975699999999996,60.40410597085041,31.0,29.0,30.0,,,,,,,0,0.0,0.9646,,,-0.001,,0,,,
2026-08-29 13:15:58,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.59,1.04,13.98,4.44,104.6136,62.071200000000005,59.33377687031132,31.0,31.0,31.0,,,,,,,0,0.0,0.9637,,,-0.001,,0,,,
2026-08-29 13:15:59,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.59,1.06,13.97,4.43,106.62540000000001,61.8871,58.04161109829364,31.0,31.0,31.0,,,,,,,0,0.0,0.9648,,,-0.001,,0,,,
2026-08-29 13:16:00,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.03,13.97,4.43,103.59740000000001,61.8871,59.7380822298629,31.0,31.0,31.0,,,,,,,0,0.0,0.9638,,,-0.0,,0,,,
2026-08-29 13:16:01,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.59,1.05,13.98,4.43,105.6195,61.9314,58.63633135926604,31.0,31.0,31.0,,,,,,,0,0.0,0.9642,,,-0.001,,0,,,
2026-08-29 13:16:02,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.59,1.01,13.98,4.43,101.5959,61.9314,60.95856230418747,31.0,31.0,31.0,,,,,,,0,0.0,0.9636,,,-0.0,,0,,,
2026-08-29 13:16:03,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.03,13.98,4.43,103.59740000000001,61.9314,59.78084392079337,31.0,31.0,31.0,,,,,,,0,0.0,0.9627,,,0.0,,0,,,
2026-08-29 13:16:04,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.07,13.97,4.43,107.62060000000001,61.8871,57.504882894167096,31.0,31.0,31.0,,,,,,,0,0.0,0.9633,,,-0.001,,0,,,
2026-08-29 13:16:05,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,0.99,13.99,4.44,99.57419999999999,62.11560000000001,62.381219231487684,31.0,31.0,31.0,,,,,,,0,0.0,0.9634,,,-0.0,,0,,,
2026-08-29 13:16:07,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.02,13.96,4.43,102.5916,61.8428,60.28056877951021,31.0,31.0,31.0,,,,,,,0,0.0,0.9638,,,-0.001,,0,,,
2026-08-29 13:16:08,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,0.97,13.97,4.44,97.56259999999999,62.02680000000001,63.576411452749326,31.0,31.0,31.0,,,,,,,0,0.0,0.9634,,,-0.0,,0,,,
2026-08-29 13:16:09,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.02,13.99,4.44,102.5916,62.11560000000001,60.54647748938511,31.0,31.0,31.0,,,,,,,0,0.0,0.9642,,,-0.001,,0,,,
2026-08-29 13:16:10,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.02,13.96,4.44,102.5916,61.98240000000001,60.41664229819986,31.0,31.0,31.0,,,,,,,0,0.0,0.9634,,,0.0,,0,,,
2026-08-29 13:16:11,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.04,13.96,4.44,104.6032,61.98240000000001,59.25478379246525,31.0,31.0,31.0,,,,,,,0,0.0,0.9634,,,-0.001,,0,,,
2026-08-29 13:16:12,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.02,13.96,4.44,102.5916,61.98240000000001,60.41664229819986,33.0,31.0,31.0,,,,,,,0,0.0,0.9639,,,-0.0,,0,,,
2026-08-29 13:16:13,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.59,1.03,13.98,4.44,103.60770000000001,62.071200000000005,59.90983295643084,33.0,31.0,31.0,,,,,,,0,0.0,0.9661,,,-0.001,,0,,,
2026-08-29 13:16:14,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.59,0.99,13.950000000000001,4.44,99.5841,61.93800000000001,62.19667597538162,33.0,31.0,31.0,,,,,,,0,0.0,0.9633,,,-0.0,,0,,,
2026-08-29 13:16:15,0.0,Discharge,0.0,0.0,100.57000000000001,0.0,0.0,0.0,0,100.58,0.99,13.96,4.44,99.57419999999999,61.98240000000001,62.24744964056956,33.0,31.0,31.0,,,,,,,0,0.0,0.9632,,,-0.0,,0,,,
2026-08-29 13:16:16,0.0,Discharge,0.0,0.0,100.59,0.0,0.0,0.0,0,100.59,1.02,13.97,4.44,102.60180000000001,62.02680000000001,60.45391016531874,33.0,31.0,31.0,,,,,,,0,0.0,0.963,,,-0.0,,0,,,
2026-08-29 13:16:17,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.05,13.96,4.44,105.60900000000001,61.98240000000001,58.69045251825129,33.0,31.0,31.0,,,,,,,0,0.0,0.963,,,-0.0,,0,,,
2026-08-29 13:16:18,0.0,Discharge,0.0,0.0,100.58,0.0,0.0,0.0,0,100.58,1.05,13.96,4.44,105.60900000000001,61.98240000000001,58.69045251825129,33.0,31.0,31.0,,,,,,,0,0.0,0.9633,,,-0.001,,0,,,
